Record Length,Analog:10000
Sample Interval,5.000000E-04
Vertical Units,V,
Vertical Scale,+1.000000E-03
Vertical Offset,-7.500000E-04
Horizontal Units,s
Horizontal Scale,+5.000000E-01
Model,SDS814X HD
Serial Number,SDS08A0Q808352
Software Version,3.8.12.1.1.3.8
Source,CH1
Second,Value
-1.7110000000E-01,+3.187500E-04
-1.7060000000E-01,+4.229167E-04
-1.7010000000E-01,+2.583333E-04
-1.6960000000E-01,+4.541667E-04
-1.6910000000E-01,+3.958333E-04
-1.6860000000E-01,-5.833333E-05
-1.6810000000E-01,+6.687500E-04
-1.6760000000E-01,+5.020833E-04
-1.6710000000E-01,+4.979167E-04
-1.6660000000E-01,+2.541667E-04
-1.6610000000E-01,+2.604167E-04
-1.6560000000E-01,+3.854167E-04
-1.6510000000E-01,+8.708333E-04
-1.6460000000E-01,+4.395833E-04
-1.6410000000E-01,+8.187500E-04
-1.6360000000E-01,+6.208334E-04
-1.6310000000E-01,+3.916667E-04
-1.6260000000E-01,+1.225000E-03
-1.6210000000E-01,+2.854167E-04
-1.6160000000E-01,+6.229167E-04
-1.6110000000E-01,+7.541667E-04
-1.6060000000E-01,+5.479167E-04
-1.6010000000E-01,+8.166667E-04
-1.5960000000E-01,+5.520834E-04
-1.5910000000E-01,+9.791667E-04
-1.5860000000E-01,+1.079167E-03
-1.5810000000E-01,+6.333333E-04
-1.5760000000E-01,+6.791667E-04
-1.5710000000E-01,+6.750000E-04
-1.5660000000E-01,+7.812500E-04
-1.5610000000E-01,+9.208333E-04
-1.5560000000E-01,+9.291667E-04
-1.5510000000E-01,+7.708333E-04
-1.5460000000E-01,+6.437500E-04
-1.5410000000E-01,+8.625000E-04
-1.5360000000E-01,+8.958334E-04
-1.5310000000E-01,+1.022917E-03
-1.5260000000E-01,+7.833333E-04
-1.5210000000E-01,+6.729166E-04
-1.5160000000E-01,+3.520833E-04
-1.5110000000E-01,+9.062500E-04
-1.5060000000E-01,+8.895833E-04
-1.5010000000E-01,+6.187500E-04
-1.4960000000E-01,+6.291667E-04
-1.4910000000E-01,+4.520833E-04
-1.4860000000E-01,+5.958333E-04
-1.4810000000E-01,+7.770833E-04
-1.4760000000E-01,+5.208334E-04
-1.4710000000E-01,+7.666667E-04
-1.4660000000E-01,+4.250000E-04
-1.4610000000E-01,+3.104167E-04
-1.4560000000E-01,+3.479167E-04
-1.4510000000E-01,+6.604167E-04
-1.4460000000E-01,+8.020833E-04
-1.4410000000E-01,+5.958333E-04
-1.4360000000E-01,+9.791667E-05
-1.4310000000E-01,+4.708333E-04
-1.4260000000E-01,+4.458333E-04
-1.4210000000E-01,+6.770833E-04
-1.4160000000E-01,+3.687500E-04
-1.4110000000E-01,+2.562500E-04
-1.4060000000E-01,-7.916667E-05
-1.4010000000E-01,-2.520834E-04
-1.3960000000E-01,+1.854167E-04
-1.3910000000E-01,+3.500000E-04
-1.3860000000E-01,+2.791667E-04
-1.3810000000E-01,-2.291667E-05
-1.3760000000E-01,-1.520833E-04
-1.3710000000E-01,+2.916667E-05
-1.3660000000E-01,+1.875000E-04
-1.3610000000E-01,+9.583333E-05
-1.3560000000E-01,-5.625000E-05
-1.3510000000E-01,-3.500000E-04
-1.3460000000E-01,-2.208333E-04
-1.3410000000E-01,-1.395833E-04
-1.3360000000E-01,-8.958334E-05
-1.3310000000E-01,-6.458334E-05
-1.3260000000E-01,-3.354167E-04
-1.3210000000E-01,-4.020833E-04
-1.3160000000E-01,-4.312500E-04
-1.3110000000E-01,-4.333333E-04
-1.3060000000E-01,-1.208333E-04
-1.3010000000E-01,-2.916667E-04
-1.2960000000E-01,-6.687500E-04
-1.2910000000E-01,-5.229167E-04
-1.2860000000E-01,-8.687500E-04
-1.2810000000E-01,-4.520833E-04
-1.2760000000E-01,-6.520834E-04
-1.2710000000E-01,-7.541667E-04
-1.2660000000E-01,-5.229167E-04
-1.2610000000E-01,-1.027083E-03
-1.2560000000E-01,-5.958333E-04
-1.2510000000E-01,-5.708333E-04
-1.2460000000E-01,-8.750000E-04
-1.2410000000E-01,-9.020834E-04
-1.2360000000E-01,-8.354167E-04
-1.2310000000E-01,-6.395833E-04
-1.2260000000E-01,-8.166667E-04
-1.2210000000E-01,-7.541667E-04
-1.2160000000E-01,-8.583334E-04
-1.2110000000E-01,-6.916667E-04
-1.2060000000E-01,-1.004167E-03
-1.2010000000E-01,-1.110417E-03
-1.1960000000E-01,-7.687500E-04
-1.1910000000E-01,-7.604167E-04
-1.1860000000E-01,-9.083333E-04
-1.1810000000E-01,-1.031250E-03
-1.1760000000E-01,-1.316667E-03
-1.1710000000E-01,-8.729167E-04
-1.1660000000E-01,-8.083333E-04
-1.1610000000E-01,-1.035417E-03
-1.1560000000E-01,-1.254167E-03
-1.1510000000E-01,-1.145833E-03
-1.1460000000E-01,-1.037500E-03
-1.1410000000E-01,-1.135417E-03
-1.1360000000E-01,-9.750000E-04
-1.1310000000E-01,-1.095833E-03
-1.1260000000E-01,-1.170833E-03
-1.1210000000E-01,-8.583334E-04
-1.1160000000E-01,-1.383333E-03
-1.1110000000E-01,-1.195833E-03
-1.1060000000E-01,-7.937500E-04
-1.1010000000E-01,-1.035417E-03
-1.0960000000E-01,-1.256250E-03
-1.0910000000E-01,-1.287500E-03
-1.0860000000E-01,-9.291667E-04
-1.0810000000E-01,-7.270834E-04
-1.0760000000E-01,-8.562500E-04
-1.0710000000E-01,-1.118750E-03
-1.0660000000E-01,-1.222917E-03
-1.0610000000E-01,-8.312500E-04
-1.0560000000E-01,-7.020833E-04
-1.0510000000E-01,-8.708333E-04
-1.0460000000E-01,-1.041667E-03
-1.0410000000E-01,-9.687500E-04
-1.0360000000E-01,-9.125000E-04
-1.0310000000E-01,-7.354167E-04
-1.0260000000E-01,-5.062500E-04
-1.0210000000E-01,-6.437500E-04
-1.0160000000E-01,-5.562500E-04
-1.0110000000E-01,-8.291667E-04
-1.0060000000E-01,-7.729167E-04
-1.0010000000E-01,-5.479167E-04
-9.9600000000E-02,-2.645833E-04
-9.9100000000E-02,-4.958333E-04
-9.8600000000E-02,-6.666667E-04
-9.8100000000E-02,-7.229167E-04
-9.7600000000E-02,-6.625000E-04
-9.7100000000E-02,-1.125000E-04
-9.6600000000E-02,-2.520834E-04
-9.6100000000E-02,-4.312500E-04
-9.5600000000E-02,-4.937500E-04
-9.5100000000E-02,-2.854167E-04
-9.4600000000E-02,-1.541667E-04
-9.4100000000E-02,+1.437500E-04
-9.3600000000E-02,-5.833333E-05
-9.3100000000E-02,-4.520833E-04
-9.2600000000E-02,-2.583333E-04
-9.2100000000E-02,-1.479167E-04
-9.1600000000E-02,+4.166665E-06
-9.1100000000E-02,+3.208333E-04
-9.0600000000E-02,+3.708333E-04
-9.0100000000E-02,-5.833333E-05
-8.9600000000E-02,+2.708333E-05
-8.9100000000E-02,+3.083333E-04
-8.8600000000E-02,+2.354167E-04
-8.8100000000E-02,+2.312500E-04
-8.7600000000E-02,+2.687500E-04
-8.7100000000E-02,+8.541666E-05
-8.6600000000E-02,+1.062500E-04
-8.6100000000E-02,+6.645833E-04
-8.5600000000E-02,+4.687500E-04
-8.5100000000E-02,+3.520833E-04
-8.4600000000E-02,+3.770833E-04
-8.4100000000E-02,+3.020833E-04
-8.3600000000E-02,+4.083333E-04
-8.3100000000E-02,+2.937500E-04
-8.2600000000E-02,+6.354167E-04
-8.2100000000E-02,+4.583334E-04
-8.1600000000E-02,+5.791667E-04
-8.1100000000E-02,+6.125000E-04
-8.0600000000E-02,+4.729167E-04
-8.0100000000E-02,+9.666667E-04
-7.9600000000E-02,+7.562500E-04
-7.9100000000E-02,+8.791666E-04
-7.8600000000E-02,+5.312500E-04
-7.8100000000E-02,+4.958333E-04
-7.7600000000E-02,+1.020833E-03
-7.7100000000E-02,+1.000000E-03
-7.6600000000E-02,+7.562500E-04
-7.6100000000E-02,+3.958333E-04
-7.5600000000E-02,+6.895834E-04
-7.5100000000E-02,+8.541667E-04
-7.4600000000E-02,+8.354167E-04
-7.4100000000E-02,+5.770833E-04
-7.3600000000E-02,+7.791667E-04
-7.3100000000E-02,+7.500000E-04
-7.2600000000E-02,+1.068750E-03
-7.2100000000E-02,+9.083333E-04
-7.1600000000E-02,+6.083333E-04
-7.1100000000E-02,+1.027083E-03
-7.0600000000E-02,+6.312500E-04
-7.0100000000E-02,+6.500000E-04
-6.9600000000E-02,+7.291667E-04
-6.9100000000E-02,+7.937500E-04
-6.8600000000E-02,+7.520833E-04
-6.8100000000E-02,+3.458333E-04
-6.7600000000E-02,+5.833333E-04
-6.7100000000E-02,+4.979167E-04
-6.6600000000E-02,+7.937500E-04
-6.6100000000E-02,+8.708333E-04
-6.5600000000E-02,+7.541667E-04
-6.5100000000E-02,+5.416667E-04
-6.4600000000E-02,+3.979167E-04
-6.4100000000E-02,+4.312500E-04
-6.3600000000E-02,+6.416666E-04
-6.3100000000E-02,+6.625000E-04
-6.2600000000E-02,+5.083333E-04
-6.2100000000E-02,+3.958333E-04
-6.1600000000E-02,+4.020833E-04
-6.1100000000E-02,+4.125000E-04
-6.0600000000E-02,+3.645833E-04
-6.0100000000E-02,+6.854167E-04
-5.9600000000E-02,+3.833333E-04
-5.9100000000E-02,+4.187500E-04
-5.8600000000E-02,+1.666667E-04
-5.8100000000E-02,+3.666667E-04
-5.7600000000E-02,+3.979167E-04
-5.7100000000E-02,+3.166667E-04
-5.6600000000E-02,+1.916667E-04
-5.6100000000E-02,+1.166667E-04
-5.5600000000E-02,+5.000000E-05
-5.5100000000E-02,+3.604167E-04
-5.4600000000E-02,-2.500000E-05
-5.4100000000E-02,+2.020833E-04
-5.3600000000E-02,+1.041666E-05
-5.3100000000E-02,-2.208333E-04
-5.2600000000E-02,+1.333333E-04
-5.2100000000E-02,-2.708333E-04
-5.1600000000E-02,+1.125000E-04
-5.1100000000E-02,-6.041667E-05
-5.0600000000E-02,-2.645833E-04
-5.0100000000E-02,-1.500000E-04
-4.9600000000E-02,-3.875000E-04
-4.9100000000E-02,-1.041667E-04
-4.8600000000E-02,-2.750000E-04
-4.8100000000E-02,-2.854167E-04
-4.7600000000E-02,-6.854167E-04
-4.7100000000E-02,-3.854167E-04
-4.6600000000E-02,-2.520834E-04
-4.6100000000E-02,-3.916667E-04
-4.5600000000E-02,-2.291667E-04
-4.5100000000E-02,-2.604167E-04
-4.4600000000E-02,-6.583334E-04
-4.4100000000E-02,-1.458333E-04
-4.3600000000E-02,-3.437500E-04
-4.3100000000E-02,-5.625000E-04
-4.2600000000E-02,-7.062500E-04
-4.2100000000E-02,-9.854167E-04
-4.1600000000E-02,-7.562500E-04
-4.1100000000E-02,-2.458333E-04
-4.0600000000E-02,-5.729167E-04
-4.0100000000E-02,-8.270834E-04
-3.9600000000E-02,-9.166667E-04
-3.9100000000E-02,-9.541667E-04
-3.8600000000E-02,-8.916667E-04
-3.8100000000E-02,-7.625000E-04
-3.7600000000E-02,-5.750000E-04
-3.7100000000E-02,-8.416667E-04
-3.6600000000E-02,-7.416666E-04
-3.6100000000E-02,-8.333334E-04
-3.5600000000E-02,-9.583334E-04
-3.5100000000E-02,-7.229167E-04
-3.4600000000E-02,-7.625000E-04
-3.4100000000E-02,-1.120833E-03
-3.3600000000E-02,-1.008333E-03
-3.3100000000E-02,-1.041667E-03
-3.2600000000E-02,-1.010417E-03
-3.2100000000E-02,-8.375000E-04
-3.1600000000E-02,-9.958333E-04
-3.1100000000E-02,-8.437500E-04
-3.0600000000E-02,-1.404167E-03
-3.0100000000E-02,-9.270834E-04
-2.9600000000E-02,-8.875000E-04
-2.9100000000E-02,-8.270834E-04
-2.8600000000E-02,-9.875001E-04
-2.8100000000E-02,-1.222917E-03
-2.7600000000E-02,-1.131250E-03
-2.7100000000E-02,-8.208333E-04
-2.6600000000E-02,-8.000000E-04
-2.6100000000E-02,-9.854167E-04
-2.5600000000E-02,-1.016667E-03
-2.5100000000E-02,-1.195833E-03
-2.4600000000E-02,-8.750000E-04
-2.4100000000E-02,-7.916667E-04
-2.3600000000E-02,-8.729167E-04
-2.3100000000E-02,-7.770833E-04
-2.2600000000E-02,-8.833333E-04
-2.2100000000E-02,-1.022917E-03
-2.1600000000E-02,-1.068750E-03
-2.1100000000E-02,-8.895833E-04
-2.0600000000E-02,-1.064583E-03
-2.0100000000E-02,-7.479167E-04
-1.9600000000E-02,-8.562500E-04
-1.9100000000E-02,-9.145833E-04
-1.8600000000E-02,-7.416666E-04
-1.8100000000E-02,-5.708333E-04
-1.7600000000E-02,-5.375000E-04
-1.7100000000E-02,-7.666667E-04
-1.6600000000E-02,-7.312500E-04
-1.6100000000E-02,-7.020833E-04
-1.5600000000E-02,-6.270834E-04
-1.5100000000E-02,-3.979167E-04
-1.4600000000E-02,-3.875000E-04
-1.4100000000E-02,-5.062500E-04
-1.3600000000E-02,-6.458333E-04
-1.3100000000E-02,-4.437500E-04
-1.2600000000E-02,-2.812500E-04
-1.2100000000E-02,+4.166667E-05
-1.1600000000E-02,-2.500000E-04
-1.1100000000E-02,-3.375000E-04
-1.0600000000E-02,-3.645833E-04
-1.0100000000E-02,-7.083334E-05
-9.6000000000E-03,-2.291667E-05
-9.1000000000E-03,+1.312500E-04
-8.6000000000E-03,-3.145833E-04
-8.1000000000E-03,-2.937500E-04
-7.6000000000E-03,+1.312500E-04
-7.1000000000E-03,+2.583333E-04
-6.6000000000E-03,+1.625000E-04
-6.1000000000E-03,+6.458334E-05
-5.6000000000E-03,+8.333332E-06
-5.1000000000E-03,+1.708333E-04
-4.6000000000E-03,+1.916667E-04
-4.1000000000E-03,+2.687500E-04
-3.6000000000E-03,+2.708333E-04
-3.1000000000E-03,+1.770833E-04
-2.6000000000E-03,+6.041667E-05
-2.1000000000E-03,+5.291667E-04
-1.6000000000E-03,+4.000000E-04
-1.1000000000E-03,+4.791667E-04
-6.0000000000E-04,+8.187500E-04
-1.0000000000E-04,+4.333333E-04
+4.0000000000E-04,+1.729167E-04
+9.0000000000E-04,+3.625000E-04
+1.4000000000E-03,+7.104167E-04
+1.9000000000E-03,+6.812500E-04
+2.4000000000E-03,+6.937500E-04
+2.9000000000E-03,+2.750000E-04
+3.4000000000E-03,+4.541667E-04
+3.9000000000E-03,+3.583333E-04
+4.4000000000E-03,+8.375000E-04
+4.9000000000E-03,+7.770833E-04
+5.4000000000E-03,+5.437500E-04
+5.9000000000E-03,+6.479167E-04
+6.4000000000E-03,+6.833333E-04
+6.9000000000E-03,+7.625000E-04
+7.4000000000E-03,+7.666667E-04
+7.9000000000E-03,+1.004167E-03
+8.4000000000E-03,+4.166667E-04
+8.9000000000E-03,+4.583334E-04
+9.4000000000E-03,+9.333334E-04
+9.9000000000E-03,+6.395833E-04
+1.0400000000E-02,+9.229167E-04
+1.0900000000E-02,+9.437500E-04
+1.1400000000E-02,+9.791667E-05
+1.1900000000E-02,+6.145833E-04
+1.2400000000E-02,+6.479167E-04
+1.2900000000E-02,+9.770833E-04
+1.3400000000E-02,+7.708333E-04
+1.3900000000E-02,+8.562500E-04
+1.4400000000E-02,+1.014583E-03
+1.4900000000E-02,+6.708333E-04
+1.5400000000E-02,+6.187500E-04
+1.5900000000E-02,+8.041667E-04
+1.6400000000E-02,+8.916667E-04
+1.6900000000E-02,+7.541667E-04
+1.7400000000E-02,+5.854167E-04
+1.7900000000E-02,+6.166667E-04
+1.8400000000E-02,+7.416666E-04
+1.8900000000E-02,+6.083333E-04
+1.9400000000E-02,+7.187500E-04
+1.9900000000E-02,+5.354166E-04
+2.0400000000E-02,+1.145833E-04
+2.0900000000E-02,+6.687500E-04
+2.1400000000E-02,+8.583334E-04
+2.1900000000E-02,+6.979167E-04
+2.2400000000E-02,+3.541667E-04
+2.2900000000E-02,+2.875000E-04
+2.3400000000E-02,+4.562500E-04
+2.3900000000E-02,+4.645833E-04
+2.4400000000E-02,+5.354166E-04
+2.4900000000E-02,+3.791667E-04
+2.5400000000E-02,+4.791667E-05
+2.5900000000E-02,+2.500000E-04
+2.6400000000E-02,+5.416667E-05
+2.6900000000E-02,+4.125000E-04
+2.7400000000E-02,+4.562500E-04
+2.7900000000E-02,+2.458333E-04
+2.8400000000E-02,-8.541667E-05
+2.8900000000E-02,-1.750000E-04
+2.9400000000E-02,-2.562500E-04
+2.9900000000E-02,+4.729167E-04
+3.0400000000E-02,+1.645833E-04
+3.0900000000E-02,-1.291667E-04
+3.1400000000E-02,-1.395833E-04
+3.1900000000E-02,-7.708334E-05
+3.2400000000E-02,+8.333333E-05
+3.2900000000E-02,+1.458333E-04
+3.3400000000E-02,-1.750000E-04
+3.3900000000E-02,-2.104167E-04
+3.4400000000E-02,-4.062500E-04
+3.4900000000E-02,-2.791667E-04
+3.5400000000E-02,-2.562500E-04
+3.5900000000E-02,-1.625000E-04
+3.6400000000E-02,-3.562500E-04
+3.6900000000E-02,-5.458333E-04
+3.7400000000E-02,-6.291667E-04
+3.7900000000E-02,-1.520833E-04
+3.8400000000E-02,-5.000000E-04
+3.8900000000E-02,-3.750000E-04
+3.9400000000E-02,-6.083333E-04
+3.9900000000E-02,-7.291667E-04
+4.0400000000E-02,-6.437500E-04
+4.0900000000E-02,-6.166667E-04
+4.1400000000E-02,-7.854167E-04
+4.1900000000E-02,-4.895834E-04
+4.2400000000E-02,-1.068750E-03
+4.2900000000E-02,-3.604167E-04
+4.3400000000E-02,-5.708333E-04
+4.3900000000E-02,-5.000000E-04
+4.4400000000E-02,-8.145833E-04
+4.4900000000E-02,-8.541667E-04
+4.5400000000E-02,-8.395833E-04
+4.5900000000E-02,-9.187500E-04
+4.6400000000E-02,-7.520833E-04
+4.6900000000E-02,-7.520833E-04
+4.7400000000E-02,-7.854167E-04
+4.7900000000E-02,-1.039583E-03
+4.8400000000E-02,-9.208333E-04
+4.8900000000E-02,-1.014583E-03
+4.9400000000E-02,-8.250000E-04
+4.9900000000E-02,-9.000000E-04
+5.0400000000E-02,-1.014583E-03
+5.0900000000E-02,-1.358333E-03
+5.1400000000E-02,-1.229167E-03
+5.1900000000E-02,-7.541667E-04
+5.2400000000E-02,-8.270834E-04
+5.2900000000E-02,-1.022917E-03
+5.3400000000E-02,-1.156250E-03
+5.3900000000E-02,-1.027083E-03
+5.4400000000E-02,-9.416667E-04
+5.4900000000E-02,-8.791667E-04
+5.5400000000E-02,-9.541667E-04
+5.5900000000E-02,-1.012500E-03
+5.6400000000E-02,-1.164583E-03
+5.6900000000E-02,-1.297917E-03
+5.7400000000E-02,-1.179167E-03
+5.7900000000E-02,-6.854167E-04
+5.8400000000E-02,-4.770833E-04
+5.8900000000E-02,-1.172917E-03
+5.9400000000E-02,-7.000000E-04
+5.9900000000E-02,-1.150000E-03
+6.0400000000E-02,-9.187500E-04
+6.0900000000E-02,-7.125000E-04
+6.1400000000E-02,-8.000000E-04
+6.1900000000E-02,-1.062500E-03
+6.2400000000E-02,-1.156250E-03
+6.2900000000E-02,-1.127083E-03
+6.3400000000E-02,-8.312500E-04
+6.3900000000E-02,-6.979167E-04
+6.4400000000E-02,-7.291667E-04
+6.4900000000E-02,-9.041667E-04
+6.5400000000E-02,-8.208333E-04
+6.5900000000E-02,-9.250000E-04
+6.6400000000E-02,-6.250000E-04
+6.6900000000E-02,-5.562500E-04
+6.7400000000E-02,-6.395833E-04
+6.7900000000E-02,-8.270834E-04
+6.8400000000E-02,-9.479167E-04
+6.8900000000E-02,-3.187500E-04
+6.9400000000E-02,-4.562500E-04
+6.9900000000E-02,-2.520834E-04
+7.0400000000E-02,-4.520833E-04
+7.0900000000E-02,-4.500000E-04
+7.1400000000E-02,-4.250000E-04
+7.1900000000E-02,-1.541667E-04
+7.2400000000E-02,-3.125000E-05
+7.2900000000E-02,-3.104167E-04
+7.3400000000E-02,-2.979167E-04
+7.3900000000E-02,-3.291667E-04
+7.4400000000E-02,-1.645833E-04
+7.4900000000E-02,+8.333332E-06
+7.5400000000E-02,+3.750000E-05
+7.5900000000E-02,-1.916667E-04
+7.6400000000E-02,-4.375000E-05
+7.6900000000E-02,-1.625000E-04
+7.7400000000E-02,+8.333333E-05
+7.7900000000E-02,+3.104167E-04
+7.8400000000E-02,+2.541667E-04
+7.8900000000E-02,-4.583333E-05
+7.9400000000E-02,+2.083333E-04
+7.9900000000E-02,+3.125000E-05
+8.0400000000E-02,+5.500000E-04
+8.0900000000E-02,+4.812500E-04
+8.1400000000E-02,+2.291667E-04
+8.1900000000E-02,+1.208333E-04
+8.2400000000E-02,+1.604167E-04
+8.2900000000E-02,+3.708333E-04
+8.3400000000E-02,+5.625000E-04
+8.3900000000E-02,+5.166667E-04
+8.4400000000E-02,+2.895833E-04
+8.4900000000E-02,+1.541667E-04
+8.5400000000E-02,+4.250000E-04
+8.5900000000E-02,+5.187500E-04
+8.6400000000E-02,+7.583334E-04
+8.6900000000E-02,+5.500000E-04
+8.7400000000E-02,+4.437500E-04
+8.7900000000E-02,+5.208334E-04
+8.8400000000E-02,+9.333334E-04
+8.8900000000E-02,+1.016667E-03
+8.9400000000E-02,+8.000000E-04
+8.9900000000E-02,+9.333334E-04
+9.0400000000E-02,+1.083333E-04
+9.0900000000E-02,+5.958333E-04
+9.1400000000E-02,+9.854167E-04
+9.1900000000E-02,+7.708333E-04
+9.2400000000E-02,+9.625000E-04
+9.2900000000E-02,+7.062500E-04
+9.3400000000E-02,+6.145833E-04
+9.3900000000E-02,+6.291667E-04
+9.4400000000E-02,+8.166667E-04
+9.4900000000E-02,+1.116667E-03
+9.5400000000E-02,+1.087500E-03
+9.5900000000E-02,+6.437500E-04
+9.6400000000E-02,+5.916667E-04
+9.6900000000E-02,+7.354167E-04
+9.7400000000E-02,+9.479166E-04
+9.7900000000E-02,+8.833333E-04
+9.8400000000E-02,+9.125000E-04
+9.8900000000E-02,+6.604167E-04
+9.9400000000E-02,+6.416666E-04
+9.9900000000E-02,+5.583334E-04
+1.0040000000E-01,+9.750000E-04
+1.0090000000E-01,+8.541667E-04
+1.0140000000E-01,+6.854167E-04
+1.0190000000E-01,+4.812500E-04
+1.0240000000E-01,+3.895833E-04
+1.0290000000E-01,+7.166667E-04
+1.0340000000E-01,+6.625000E-04
+1.0390000000E-01,+6.354167E-04
+1.0440000000E-01,+5.291667E-04
+1.0490000000E-01,+5.166667E-04
+1.0540000000E-01,+7.375000E-04
+1.0590000000E-01,+4.208333E-04
+1.0640000000E-01,+7.583334E-04
+1.0690000000E-01,+5.208334E-04
+1.0740000000E-01,+4.583334E-04
+1.0790000000E-01,+3.000000E-04
+1.0840000000E-01,+4.270833E-04
+1.0890000000E-01,+5.562500E-04
+1.0940000000E-01,+5.229167E-04
+1.0990000000E-01,+2.916667E-04
+1.1040000000E-01,+5.125000E-04
+1.1090000000E-01,+3.354167E-04
+1.1140000000E-01,+2.958333E-04
+1.1190000000E-01,+2.854167E-04
+1.1240000000E-01,+2.145833E-04
+1.1290000000E-01,+2.083333E-04
+1.1340000000E-01,+9.166667E-05
+1.1390000000E-01,-1.104167E-04
+1.1440000000E-01,+4.791667E-05
+1.1490000000E-01,+2.020833E-04
+1.1540000000E-01,-2.062500E-04
+1.1590000000E-01,+4.791667E-05
+1.1640000000E-01,-2.812500E-04
+1.1690000000E-01,-2.500000E-05
+1.1740000000E-01,+1.250000E-05
+1.1790000000E-01,+4.166665E-06
+1.1840000000E-01,-2.583333E-04
+1.1890000000E-01,-4.375000E-04
+1.1940000000E-01,-5.208334E-04
+1.1990000000E-01,-6.458334E-05
+1.2040000000E-01,-1.041667E-05
+1.2090000000E-01,-3.708334E-04
+1.2140000000E-01,-6.958334E-04
+1.2190000000E-01,-2.687500E-04
+1.2240000000E-01,-5.333333E-04
+1.2290000000E-01,-3.875000E-04
+1.2340000000E-01,-5.291667E-04
+1.2390000000E-01,-6.833333E-04
+1.2440000000E-01,-5.000000E-04
+1.2490000000E-01,-6.500000E-04
+1.2540000000E-01,-4.708333E-04
+1.2590000000E-01,-5.250000E-04
+1.2640000000E-01,-7.375000E-04
+1.2690000000E-01,-7.708333E-04
+1.2740000000E-01,-8.687500E-04
+1.2790000000E-01,-8.020833E-04
+1.2840000000E-01,-7.833333E-04
+1.2890000000E-01,-6.166667E-04
+1.2940000000E-01,-8.500000E-04
+1.2990000000E-01,-1.008333E-03
+1.3040000000E-01,-6.083333E-04
+1.3090000000E-01,-8.666667E-04
+1.3140000000E-01,-7.270834E-04
+1.3190000000E-01,-7.333333E-04
+1.3240000000E-01,-8.812500E-04
+1.3290000000E-01,-1.070833E-03
+1.3340000000E-01,-1.120833E-03
+1.3390000000E-01,-9.375000E-04
+1.3440000000E-01,-8.541667E-04
+1.3490000000E-01,-9.208333E-04
+1.3540000000E-01,-1.085417E-03
+1.3590000000E-01,-1.110417E-03
+1.3640000000E-01,-1.004167E-03
+1.3690000000E-01,-1.091667E-03
+1.3740000000E-01,-7.520833E-04
+1.3790000000E-01,-8.645834E-04
+1.3840000000E-01,-1.139583E-03
+1.3890000000E-01,-1.154167E-03
+1.3940000000E-01,-9.833333E-04
+1.3990000000E-01,-1.002083E-03
+1.4040000000E-01,-9.583334E-04
+1.4090000000E-01,-1.110417E-03
+1.4140000000E-01,-7.479167E-04
+1.4190000000E-01,-1.189583E-03
+1.4240000000E-01,-8.479167E-04
+1.4290000000E-01,-8.666667E-04
+1.4340000000E-01,-8.750000E-04
+1.4390000000E-01,-1.060417E-03
+1.4440000000E-01,-9.166667E-04
+1.4490000000E-01,-9.520833E-04
+1.4540000000E-01,-8.166667E-04
+1.4590000000E-01,-6.145833E-04
+1.4640000000E-01,-8.312500E-04
+1.4690000000E-01,-1.058333E-03
+1.4740000000E-01,-1.018750E-03
+1.4790000000E-01,-6.895834E-04
+1.4840000000E-01,-6.041666E-04
+1.4890000000E-01,-5.166667E-04
+1.4940000000E-01,-8.270834E-04
+1.4990000000E-01,-9.062500E-04
+1.5040000000E-01,-8.145833E-04
+1.5090000000E-01,-5.833333E-04
+1.5140000000E-01,-3.416667E-04
+1.5190000000E-01,-5.937500E-04
+1.5240000000E-01,-9.291667E-04
+1.5290000000E-01,-8.604167E-04
+1.5340000000E-01,-7.770833E-04
+1.5390000000E-01,-3.166667E-04
+1.5440000000E-01,-5.229167E-04
+1.5490000000E-01,-4.708333E-04
+1.5540000000E-01,-5.250000E-04
+1.5590000000E-01,-4.145833E-04
+1.5640000000E-01,-2.520834E-04
+1.5690000000E-01,-1.083333E-04
+1.5740000000E-01,+6.249998E-06
+1.5790000000E-01,-1.979167E-04
+1.5840000000E-01,-3.041667E-04
+1.5890000000E-01,-1.479167E-04
+1.5940000000E-01,+3.125000E-05
+1.5990000000E-01,+1.875000E-04
+1.6040000000E-01,-4.583333E-05
+1.6090000000E-01,-9.166667E-05
+1.6140000000E-01,+8.541666E-05
+1.6190000000E-01,+7.708334E-05
+1.6240000000E-01,+3.770833E-04
+1.6290000000E-01,+1.750000E-04
+1.6340000000E-01,+4.791667E-05
+1.6390000000E-01,+2.125000E-04
+1.6440000000E-01,+1.229167E-04
+1.6490000000E-01,+2.812500E-04
+1.6540000000E-01,+3.458333E-04
+1.6590000000E-01,+4.791667E-04
+1.6640000000E-01,+3.791667E-04
+1.6690000000E-01,+1.916667E-04
+1.6740000000E-01,+5.416667E-04
+1.6790000000E-01,+4.708333E-04
+1.6840000000E-01,+5.770833E-04
+1.6890000000E-01,+6.750000E-04
+1.6940000000E-01,+4.020833E-04
+1.6990000000E-01,+2.937500E-04
+1.7040000000E-01,+6.020833E-04
+1.7090000000E-01,+7.479167E-04
+1.7140000000E-01,+6.145833E-04
+1.7190000000E-01,+5.687500E-04
+1.7240000000E-01,+4.958333E-04
+1.7290000000E-01,+5.395833E-04
+1.7340000000E-01,+9.708334E-04
+1.7390000000E-01,+8.375000E-04
+1.7440000000E-01,+8.166667E-04
